frame,timestamp,person_detected,person_id,person_x1,person_y1,person_x2,person_y2,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,backpack_detected,backpack_from_memory,backpack_confidence,backpack_x1,backpack_y1,backpack_x2,backpack_y2,backpack_center_x,backpack_center_y,backpack_roi_overlap_pct,roi_value,wrist_inside_roi,backpack_inside_roi,state,event
338,11.267,True,2,386,107,720,946,680,486,447,566,True,False,0.6398,210,671,428,910,319,790,100.0,0.0,True,True,PLACING,
339,11.300,True,2,398,101,720,945,687,484,451,565,True,False,0.6539,208,671,428,910,318,790,100.0,0.0,True,True,PLACING,
340,11.333,True,2,409,92,720,942,696,488,468,564,True,False,0.6588,207,671,428,910,317,790,100.0,0.0,True,True,PLACING,
341,11.367,True,2,417,85,720,942,711,487,476,553,True,False,0.6576,208,671,428,910,318,790,100.0,0.0,True,True,PLACING,
342,11.400,True,2,422,80,720,938,716,491,480,550,True,False,0.6484,210,671,428,910,319,790,100.0,0.0,True,True,PLACING,
343,11.433,True,2,427,76,720,926,719,492,488,539,True,False,0.6373,210,671,428,910,319,790,100.0,0.0,True,True,PLACING,
344,11.467,True,2,430,73,720,920,720,513,494,542,True,False,0.6424,210,672,427,910,318,791,100.0,0.0,True,True,PLACING,
345,11.500,True,2,431,72,720,918,720,497,499,543,True,False,0.6526,213,672,427,910,320,791,100.0,0.0,True,True,PLACING,
346,11.533,True,2,433,80,720,918,714,496,503,545,True,False,0.6687,213,672,427,910,320,791,100.0,0.0,True,True,PLACING,
347,11.567,True,2,433,79,720,918,710,508,513,540,True,False,0.6557,210,672,427,911,318,791,100.0,0.0,True,True,PLACING,
348,11.600,True,2,434,72,720,917,720,493,520,550,True,False,0.6660,214,672,426,911,320,791,100.0,0.0,True,True,PLACING,
349,11.633,True,2,434,74,720,919,720,494,527,548,True,False,0.6738,214,673,426,911,320,792,100.0,0.0,False,True,PLACING,
350,11.667,True,2,435,73,720,919,720,498,534,534,True,False,0.6730,214,673,426,911,320,792,100.0,0.0,False,True,PLACING,
351,11.700,True,2,438,71,720,918,720,505,545,534,True,False,0.6859,215,673,426,911,320,792,100.0,0.0,False,True,PLACING,
352,11.733,True,2,440,66,720,920,720,498,555,540,True,False,0.6906,209,674,426,912,317,793,100.0,0.0,False,True,PLACING,
353,11.767,True,2,447,62,720,922,720,509,575,543,True,False,0.6754,209,673,425,912,317,792,100.0,0.0,False,True,PLACING,
354,11.800,True,2,459,61,720,923,720,509,585,543,True,False,0.6162,204,673,425,913,314,793,99.6,0.4,False,True,PLACED,PLACING -> PLACED
355,11.833,True,2,473,62,720,928,705,510,599,542,True,False,0.6080,202,674,425,913,313,793,99.6,0.4,False,True,PLACED,
356,11.867,True,2,488,65,720,936,699,512,609,541,True,False,0.5995,200,674,424,914,312,794,99.2,0.8,False,True,PLACED,
357,11.900,True,2,510,68,720,944,676,518,620,533,True,False,0.5715,200,675,423,914,311,794,99.2,0.8,False,True,PLACED,
358,11.933,True,2,541,140,720,947,670,523,631,531,True,False,0.5601,201,676,423,915,312,795,98.7,1.3,False,True,PLACED,
359,11.967,True,2,565,184,720,959,659,520,640,532,True,False,0.5245,203,676,423,916,313,796,98.3,1.7,False,True,PLACED,
360,12.000,True,2,578,198,720,968,669,515,654,527,True,False,0.5354,207,676,423,916,315,796,98.3,1.7,False,True,PLACED,
361,12.033,True,2,588,208,720,968,667,523,661,530,True,False,0.5610,223,677,420,916,321,796,98.3,1.7,False,True,PLACED,
362,12.067,False,,,,,,,,,,True,False,0.5518,222,677,418,916,320,796,98.3,1.7,False,True,PLACED,
363,12.100,False,,,,,,,,,,True,False,0.5578,219,678,419,917,319,797,97.9,2.1,False,True,PLACED,
364,12.133,False,,,,,,,,,,True,False,0.5651,214,678,420,917,317,797,97.9,2.1,False,True,PLACED,
365,12.167,False,,,,,,,,,,True,False,0.5831,213,678,419,918,316,798,97.5,2.5,False,True,PLACED,
366,12.200,False,,,,,,,,,,True,False,0.5287,217,679,418,918,317,798,97.5,2.5,False,True,PLACED,
367,12.233,False,,,,,,,,,,True,False,0.5369,216,679,419,919,317,799,97.1,2.9,False,True,PLACED,
368,12.267,False,,,,,,,,,,True,False,0.5163,221,679,416,918,318,798,97.5,2.5,False,True,PLACED,
369,12.300,False,,,,,,,,,,True,False,0.5207,217,680,419,920,318,800,96.7,3.3,False,True,PLACED,
370,12.333,False,,,,,,,,,,True,False,0.5160,217,680,419,920,318,800,96.7,3.3,False,True,PLACED,
371,12.367,False,,,,,,,,,,True,False,0.4936,220,680,418,920,319,800,96.7,3.3,False,True,PLACED,
372,12.400,False,,,,,,,,,,True,False,0.4961,221,681,418,920,319,800,96.7,3.3,False,True,PLACED,
373,12.433,False,,,,,,,,,,True,False,0.5104,222,681,419,920,320,800,96.7,3.3,False,True,PLACED,
374,12.467,False,,,,,,,,,,True,False,0.4956,222,680,416,919,319,799,97.1,2.9,False,True,PLACED,
375,12.500,False,,,,,,,,,,True,False,0.4954,222,680,416,919,319,799,97.1,2.9,False,True,PLACED,
376,12.533,False,,,,,,,,,,True,False,0.5098,221,681,418,921,319,801,96.2,3.8,False,True,PLACED,
377,12.567,False,,,,,,,,,,True,False,0.5019,221,681,418,921,319,801,96.2,3.8,False,True,PLACED,
378,12.600,False,,,,,,,,,,True,False,0.5680,220,681,418,921,319,801,96.2,3.8,False,True,PLACED,
379,12.633,False,,,,,,,,,,True,False,0.5632,219,681,418,921,318,801,96.2,3.8,False,True,PLACED,
380,12.667,False,,,,,,,,,,True,False,0.5433,219,681,418,921,318,801,96.2,3.8,False,True,PLACED,
381,12.700,False,,,,,,,,,,True,False,0.5368,218,682,418,921,318,801,96.2,3.8,False,True,PLACED,
382,12.733,False,,,,,,,,,,True,False,0.5363,219,682,419,922,319,802,95.8,4.2,False,True,PLACED,
383,12.767,False,,,,,,,,,,True,False,0.5459,218,682,419,922,318,802,95.8,4.2,False,True,PLACED,
384,12.800,False,,,,,,,,,,True,False,0.5553,218,683,418,922,318,802,95.8,4.2,False,True,PLACED,
385,12.833,False,,,,,,,,,,True,False,0.5500,216,683,419,922,317,802,95.8,4.2,False,True,PLACED,
386,12.867,False,,,,,,,,,,True,False,0.5396,215,683,418,922,316,802,95.8,4.2,False,True,PLACED,
387,12.900,False,,,,,,,,,,True,False,0.5324,214,683,418,922,316,802,95.8,4.2,False,True,PLACED,
388,12.933,False,,,,,,,,,,True,False,0.5566,216,683,418,922,317,802,95.8,4.2,False,True,PLACED,
389,12.967,False,,,,,,,,,,True,False,0.5764,214,683,418,922,316,802,95.8,4.2,False,True,PLACED,
390,13.000,False,,,,,,,,,,True,False,0.5740,217,684,419,923,318,803,95.4,4.6,False,True,PLACED,
391,13.033,False,,,,,,,,,,True,False,0.6080,220,684,418,923,319,803,95.4,4.6,False,True,PLACED,
392,13.067,False,,,,,,,,,,True,False,0.6110,220,684,418,923,319,803,95.4,4.6,False,True,PLACED,
393,13.100,False,,,,,,,,,,True,False,0.6099,220,684,419,923,319,803,95.4,4.6,False,True,PLACED,
394,13.133,False,,,,,,,,,,True,False,0.6123,220,684,419,923,319,803,95.4,4.6,False,True,PLACED,
395,13.167,False,,,,,,,,,,True,False,0.6279,220,684,420,924,320,804,95.0,5.0,False,True,PLACED,
396,13.200,False,,,,,,,,,,True,False,0.6140,220,684,420,924,320,804,95.0,5.0,False,True,PLACED,
