frame,timestamp,num_persons_visible,backpack_id,backpack_state,event,backpack_confidence,backpack_from_memory,backpack_x1,backpack_y1,backpack_x2,backpack_y2,backpack_roi_overlap_pct,roi_value,wrist_inside_roi,backpack_inside_roi,owner_person_id
160,5.333,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
160,5.333,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
161,5.367,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
161,5.367,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
162,5.400,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
162,5.400,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
163,5.433,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
163,5.433,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
164,5.467,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
164,5.467,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
165,5.500,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
165,5.500,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
166,5.533,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
166,5.533,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
167,5.567,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
167,5.567,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
168,5.600,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
168,5.600,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
169,5.633,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
169,5.633,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
170,5.667,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
170,5.667,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
171,5.700,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
171,5.700,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
172,5.733,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
172,5.733,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
173,5.767,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
173,5.767,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
174,5.800,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
174,5.800,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
175,5.833,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
175,5.833,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
176,5.867,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
176,5.867,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
177,5.900,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
177,5.900,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
178,5.933,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
178,5.933,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
179,5.967,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
179,5.967,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
180,6.000,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
180,6.000,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
181,6.033,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
181,6.033,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
182,6.067,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
182,6.067,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
183,6.100,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
183,6.100,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
184,6.133,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
184,6.133,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
185,6.167,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
185,6.167,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
186,6.200,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
186,6.200,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
187,6.233,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
187,6.233,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
188,6.267,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
188,6.267,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
189,6.300,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
189,6.300,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
190,6.333,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
190,6.333,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
191,6.367,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
191,6.367,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
192,6.400,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
192,6.400,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
193,6.433,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
193,6.433,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
194,6.467,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
194,6.467,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
195,6.500,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
195,6.500,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
196,6.533,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
196,6.533,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
197,6.567,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
197,6.567,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
198,6.600,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
198,6.600,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
199,6.633,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
199,6.633,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
200,6.667,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
200,6.667,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
201,6.700,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
201,6.700,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
202,6.733,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
202,6.733,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
203,6.767,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
203,6.767,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
204,6.800,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
204,6.800,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
205,6.833,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
205,6.833,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
206,6.867,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
206,6.867,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
207,6.900,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
207,6.900,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
208,6.933,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
208,6.933,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
209,6.967,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
209,6.967,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
210,7.000,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
210,7.000,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
211,7.033,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
211,7.033,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
212,7.067,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
212,7.067,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
213,7.100,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
213,7.100,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
214,7.133,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
214,7.133,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
215,7.167,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
215,7.167,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
216,7.200,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
216,7.200,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
217,7.233,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
217,7.233,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
218,7.267,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
218,7.267,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
219,7.300,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
219,7.300,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
220,7.333,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
220,7.333,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
221,7.367,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
221,7.367,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
222,7.400,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
222,7.400,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
223,7.433,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
223,7.433,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
224,7.467,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
224,7.467,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
225,7.500,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
225,7.500,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
226,7.533,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
226,7.533,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
227,7.567,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
227,7.567,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
228,7.600,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
228,7.600,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
229,7.633,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
229,7.633,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
230,7.667,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
230,7.667,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
231,7.700,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
231,7.700,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
232,7.733,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
232,7.733,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
233,7.767,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
233,7.767,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
234,7.800,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
234,7.800,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
235,7.833,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
235,7.833,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
236,7.867,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
236,7.867,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
237,7.900,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
237,7.900,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
238,7.933,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
238,7.933,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
239,7.967,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
239,7.967,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
240,8.000,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
240,8.000,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
241,8.033,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
241,8.033,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
242,8.067,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
242,8.067,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
243,8.100,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
243,8.100,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
244,8.133,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
244,8.133,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
245,8.167,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
245,8.167,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
246,8.200,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
246,8.200,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
247,8.233,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
247,8.233,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
248,8.267,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
248,8.267,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
249,8.300,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
249,8.300,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
250,8.333,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
250,8.333,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
251,8.367,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
251,8.367,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
252,8.400,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
252,8.400,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
253,8.433,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
253,8.433,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
254,8.467,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
254,8.467,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
255,8.500,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
255,8.500,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
256,8.533,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
256,8.533,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
257,8.567,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
257,8.567,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
258,8.600,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
258,8.600,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
259,8.633,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
259,8.633,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
260,8.667,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
260,8.667,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
261,8.700,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
261,8.700,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
262,8.733,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
262,8.733,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
263,8.767,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
263,8.767,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
264,8.800,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
264,8.800,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
265,8.833,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
265,8.833,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
266,8.867,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
266,8.867,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
267,8.900,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
267,8.900,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
268,8.933,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
268,8.933,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
269,8.967,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
269,8.967,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
270,9.000,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
270,9.000,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
271,9.033,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
271,9.033,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
272,9.067,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
272,9.067,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
273,9.100,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
273,9.100,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
274,9.133,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
274,9.133,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
275,9.167,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
275,9.167,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
276,9.200,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
276,9.200,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
277,9.233,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
277,9.233,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
278,9.267,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
278,9.267,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
279,9.300,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
279,9.300,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
280,9.333,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
280,9.333,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
281,9.367,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
281,9.367,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
282,9.400,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
282,9.400,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
283,9.433,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
283,9.433,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
284,9.467,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
284,9.467,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
285,9.500,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
285,9.500,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
286,9.533,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
286,9.533,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
287,9.567,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
287,9.567,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
288,9.600,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
288,9.600,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
289,9.633,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
289,9.633,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
290,9.667,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
290,9.667,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
291,9.700,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
291,9.700,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
292,9.733,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
292,9.733,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
293,9.767,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
293,9.767,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
294,9.800,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
294,9.800,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
295,9.833,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
295,9.833,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
296,9.867,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
296,9.867,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
297,9.900,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
297,9.900,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
298,9.933,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
298,9.933,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
299,9.967,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
299,9.967,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
300,10.000,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
300,10.000,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
301,10.033,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
301,10.033,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
302,10.067,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
302,10.067,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
303,10.100,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
303,10.100,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
304,10.133,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
304,10.133,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
305,10.167,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
305,10.167,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
306,10.200,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
306,10.200,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
307,10.233,1,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
307,10.233,1,2,PLACED,,,False,,,,,0.0,100.0,False,False,
308,10.267,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
308,10.267,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
309,10.300,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
309,10.300,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
310,10.333,0,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
310,10.333,0,2,PLACED,,,False,,,,,0.0,100.0,False,False,
311,10.367,1,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
311,10.367,1,2,PLACED,,,False,,,,,0.0,100.0,False,False,
312,10.400,1,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
312,10.400,1,2,PLACED,,,False,,,,,0.0,100.0,False,False,
313,10.433,1,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
313,10.433,1,2,PLACED,,,False,,,,,0.0,100.0,False,False,
314,10.467,1,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
314,10.467,1,2,PLACED,,,False,,,,,0.0,100.0,False,False,
315,10.500,1,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
315,10.500,1,2,PLACED,,,False,,,,,0.0,100.0,False,False,
316,10.533,1,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
316,10.533,1,2,PLACED,,,False,,,,,0.0,100.0,False,False,
317,10.567,1,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
317,10.567,1,2,PLACED,,,False,,,,,0.0,100.0,False,False,
318,10.600,1,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
318,10.600,1,2,PLACED,,,False,,,,,0.0,100.0,False,False,
319,10.633,1,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
319,10.633,1,2,PLACED,,,False,,,,,0.0,100.0,False,False,
320,10.667,2,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
320,10.667,2,2,PLACED,,,False,,,,,0.0,100.0,False,False,
321,10.700,2,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
321,10.700,2,2,PLACED,,,False,,,,,0.0,100.0,False,False,
322,10.733,2,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
322,10.733,2,2,PLACED,,,False,,,,,0.0,100.0,True,False,
323,10.767,2,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
323,10.767,2,2,PLACED,,,False,,,,,0.0,100.0,True,False,
324,10.800,2,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
324,10.800,2,2,PLACED,,,False,,,,,0.0,100.0,True,False,
325,10.833,2,1,PERSON LEAVES,,,False,,,,,0.0,100.0,False,False,2
325,10.833,2,2,PLACED,,,False,,,,,0.0,100.0,True,False,
326,10.867,2,1,PERSON LEAVES,,,False,,,,,0.0,100.0,True,False,2
326,10.867,2,2,PLACED,,,False,,,,,0.0,100.0,True,False,
327,10.900,2,1,PERSON LEAVES,,,False,,,,,0.0,100.0,True,False,2
327,10.900,2,2,PLACED,,,False,,,,,0.0,100.0,True,False,
328,10.933,2,1,PERSON LEAVES,,,False,,,,,0.0,100.0,True,False,2
328,10.933,2,2,PLACED,,,False,,,,,0.0,100.0,True,False,
329,10.967,2,1,PERSON LEAVES,,,False,,,,,0.0,100.0,True,False,2
329,10.967,2,2,PLACED,,,False,,,,,0.0,100.0,True,False,
330,11.000,2,1,PERSON LEAVES,,,False,,,,,0.0,100.0,True,False,2
330,11.000,2,2,PLACED,,,False,,,,,0.0,100.0,True,False,
331,11.033,2,1,PERSON LEAVES,,,False,,,,,0.0,100.0,True,False,2
331,11.033,2,2,PLACED,,,False,,,,,0.0,100.0,True,False,
332,11.067,2,1,PERSON LEAVES,,,False,,,,,0.0,100.0,True,False,2
332,11.067,2,2,PLACED,,,False,,,,,0.0,100.0,True,False,
332,11.067,2,3,PLACED,,0.4626,False,438,524,599,770,100.0,0.0,True,True,
333,11.100,2,1,PERSON LEAVES,,,False,,,,,0.0,100.0,True,False,2
333,11.100,2,2,PLACED,,,False,,,,,0.0,100.0,True,False,
333,11.100,2,3,PLACED,,0.4849,False,426,530,585,772,100.0,0.0,True,True,
334,11.133,2,1,PERSON LEAVES,,,False,,,,,0.0,100.0,True,False,2
334,11.133,2,2,PLACED,,,False,,,,,0.0,100.0,True,False,
334,11.133,2,3,PLACED,,0.5028,False,417,541,570,776,100.0,0.0,True,True,
335,11.167,2,1,PERSON LEAVES,,,False,,,,,0.0,100.0,True,False,2
335,11.167,2,2,PLACED,,,False,,,,,0.0,100.0,True,False,
